Probe	EnsemblID	symbol	name
ENSG00000101152.9	ENSG00000101152	DNAJC5	DnaJ heat shock protein family (Hsp40) member C5
ENSG00000101158.11	ENSG00000101158	NELFCD	negative elongation factor complex member C/D
ENSG00000101160.12	ENSG00000101160	CTSZ	cathepsin Z
ENSG00000101161.7	ENSG00000101161	PRPF6	pre-mRNA processing factor 6
ENSG00000101162.3	ENSG00000101162	TUBB1	tubulin beta 1 class VI
ENSG00000101166.14	ENSG00000101166	PRELID3B	PRELI domain containing 3B
ENSG00000101180.14	ENSG00000101180	HRH3	histamine receptor H3
ENSG00000101181.16	ENSG00000101181	MTG2	mitochondrial ribosome associated GTPase 2
ENSG00000101182.13	ENSG00000101182	PSMA7	proteasome subunit alpha 7
ENSG00000101187.14	ENSG00000101187	SLCO4A1	solute carrier organic anion transporter family member 4A1
ENSG00000101188.4	ENSG00000101188	NTSR1	neurotensin receptor 1 (high affinity)
ENSG00000101189.6	ENSG00000101189	MRGBP	MRG/MORF4L binding protein
ENSG00000101190.11	ENSG00000101190	TCFL5	transcription factor like 5
ENSG00000101191.15	ENSG00000101191	DIDO1	death inducer-obliterator 1
ENSG00000101193.7	ENSG00000101193	GID8	GID complex subunit 8 homolog
ENSG00000101194.16	ENSG00000101194	SLC17A9	solute carrier family 17 member 9
ENSG00000101197.11	ENSG00000101197	BIRC7	baculoviral IAP repeat containing 7
ENSG00000101198.13	ENSG00000101198	NKAIN4	Na+/K+ transporting ATPase interacting 4
ENSG00000101199.11	ENSG00000101199	ARFGAP1	ADP ribosylation factor GTPase activating protein 1
ENSG00000101203.15	ENSG00000101203	COL20A1	collagen type XX alpha 1 chain
ENSG00000101204.14	ENSG00000101204	LOC102723788	uncharacterized LOC102723788
ENSG00000101210.9	ENSG00000101210	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
ENSG00000101213.6	ENSG00000101213	PTK6	protein tyrosine kinase 6
ENSG00000101216.9	ENSG00000101216	GMEB2	glucocorticoid modulatory element binding protein 2
ENSG00000101220.16	ENSG00000101220	C20orf27	chromosome 20 open reading frame 27
ENSG00000101222.11	ENSG00000101222	SPEF1	sperm flagellar 1
ENSG00000101224.16	ENSG00000101224	CDC25B	cell division cycle 25B
ENSG00000101230.5	ENSG00000101230	ISM1	isthmin 1, angiogenesis inhibitor
ENSG00000101236.15	ENSG00000101236	RNF24	ring finger protein 24
ENSG00000101246.18	ENSG00000101246	ARFRP1	ADP ribosylation factor related protein 1
ENSG00000101247.16	ENSG00000101247	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5
ENSG00000101251.10	ENSG00000101251	SEL1L2	SEL1L2 ERAD E3 ligase adaptor subunit
ENSG00000101255.9	ENSG00000101255	TRIB3	tribbles pseudokinase 3
ENSG00000101265.14	ENSG00000101265	RASSF2	Ras association domain family member 2
ENSG00000101266.15	ENSG00000101266	CSNK2A1	casein kinase 2 alpha 1
ENSG00000101276.13	ENSG00000101276	SLC52A3	solute carrier family 52 member 3
ENSG00000101278.6	ENSG00000101278	RPS10L	NA
ENSG00000101280.7	ENSG00000101280	ANGPT4	angiopoietin 4
ENSG00000101282.7	ENSG00000101282	RSPO4	R-spondin 4
ENSG00000101290.12	ENSG00000101290	CDS2	CDP-diacylglycerol synthase 2
ENSG00000101292.7	ENSG00000101292	PROKR2	prokineticin receptor 2
ENSG00000101294.15	ENSG00000101294	HM13	histocompatibility minor 13
ENSG00000101298.12	ENSG00000101298	SNPH	syntaphilin
ENSG00000101306.9	ENSG00000101306	MYLK2	myosin light chain kinase 2
ENSG00000101307.14	ENSG00000101307	SIRPB1	signal regulatory protein beta 1
ENSG00000101310.13	ENSG00000101310	SEC23B	Sec23 homolog B, coat complex II component
ENSG00000101311.14	ENSG00000101311	FERMT1	fermitin family member 1
ENSG00000101323.4	ENSG00000101323	HAO1	hydroxyacid oxidase 1
ENSG00000101327.7	ENSG00000101327	PDYN	prodynorphin
ENSG00000101331.14	ENSG00000101331	CCM2L	CCM2 like scaffolding protein
ENSG00000101333.15	ENSG00000101333	PLCB4	phospholipase C beta 4
ENSG00000101335.8	ENSG00000101335	MYL9	myosin light chain 9
ENSG00000101336.11	ENSG00000101336	HCK	HCK proto-oncogene, Src family tyrosine kinase
ENSG00000101337.14	ENSG00000101337	TM9SF4	transmembrane 9 superfamily member 4
ENSG00000101342.8	ENSG00000101342	TLDC2	TBC/LysM-associated domain containing 2
ENSG00000101343.13	ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1
ENSG00000101346.10	ENSG00000101346	POFUT1	protein O-fucosyltransferase 1
ENSG00000101347.8	ENSG00000101347	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
ENSG00000101349.15	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
ENSG00000101350.7	ENSG00000101350	KIF3B	kinesin family member 3B
ENSG00000101353.13	ENSG00000101353	MROH8	maestro heat like repeat family member 8
ENSG00000101361.13	ENSG00000101361	NOP56	NOP56 ribonucleoprotein
ENSG00000101363.11	ENSG00000101363	MANBAL	mannosidase beta like
ENSG00000101365.19	ENSG00000101365	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
ENSG00000101367.8	ENSG00000101367	MAPRE1	microtubule associated protein RP/EB family member 1
ENSG00000101384.10	ENSG00000101384	JAG1	jagged 1
ENSG00000101391.19	ENSG00000101391	CDK5RAP1	CDK5 regulatory subunit associated protein 1
ENSG00000101400.5	ENSG00000101400	SNTA1	syntrophin alpha 1
ENSG00000101405.3	ENSG00000101405	OXT	oxytocin/neurophysin I prepropeptide
ENSG00000101407.11	ENSG00000101407	TTI1	TELO2 interacting protein 1
ENSG00000101412.12	ENSG00000101412	E2F1	E2F transcription factor 1
ENSG00000101413.10	ENSG00000101413	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B
ENSG00000101417.10	ENSG00000101417	PXMP4	peroxisomal membrane protein 4
ENSG00000101421.3	ENSG00000101421	CHMP4B	charged multivesicular body protein 4B
ENSG00000101425.11	ENSG00000101425	BPI	bactericidal/permeability-increasing protein
ENSG00000101435.4	ENSG00000101435	CST9L	cystatin 9-like
ENSG00000101438.3	ENSG00000101438	SLC32A1	solute carrier family 32 member 1
ENSG00000101439.7	ENSG00000101439	CST3	cystatin C
ENSG00000101440.8	ENSG00000101440	ASIP	agouti signaling protein
ENSG00000101441.4	ENSG00000101441	CST4	cystatin S
ENSG00000101442.9	ENSG00000101442	ACTR5	ARP5 actin-related protein 5 homolog
ENSG00000101443.16	ENSG00000101443	WFDC2	WAP four-disulfide core domain 2
ENSG00000101444.11	ENSG00000101444	AHCY	adenosylhomocysteinase
ENSG00000101445.8	ENSG00000101445	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
ENSG00000101446.7	ENSG00000101446	SPINT3	serine peptidase inhibitor, Kunitz type, 3
ENSG00000101447.12	ENSG00000101447	FAM83D	family with sequence similarity 83 member D
ENSG00000101448.12	ENSG00000101448	EPPIN	epididymal peptidase inhibitor
ENSG00000101452.13	ENSG00000101452	DHX35	DEAH-box helicase 35
ENSG00000101457.11	ENSG00000101457	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1
ENSG00000101460.11	ENSG00000101460	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
ENSG00000101463.5	ENSG00000101463	SYNDIG1	synapse differentiation inducing 1
ENSG00000101464.9	ENSG00000101464	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
ENSG00000101470.8	ENSG00000101470	TNNC2	troponin C2, fast skeletal type
ENSG00000101473.15	ENSG00000101473	ACOT8	acyl-CoA thioesterase 8
ENSG00000101474.10	ENSG00000101474	APMAP	adipocyte plasma membrane associated protein
ENSG00000101489.17	ENSG00000101489	CELF4	CUGBP, Elav-like family member 4
ENSG00000101493.9	ENSG00000101493	ZNF516	zinc finger protein 516
ENSG00000101542.8	ENSG00000101542	CDH20	cadherin 20
ENSG00000101544.7	ENSG00000101544	ADNP2	ADNP homeobox 2
ENSG00000101546.11	ENSG00000101546	RBFA	ribosome binding factor A (putative)
ENSG00000101557.13	ENSG00000101557	USP14	ubiquitin specific peptidase 14
ENSG00000101558.12	ENSG00000101558	VAPA	VAMP associated protein A
ENSG00000101574.13	ENSG00000101574	METTL4	methyltransferase like 4
ENSG00000101577.8	ENSG00000101577	LPIN2	lipin 2
ENSG00000101596.13	ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
ENSG00000101605.11	ENSG00000101605	MYOM1	myomesin 1
ENSG00000101608.11	ENSG00000101608	MYL12A	myosin light chain 12A
ENSG00000101624.9	ENSG00000101624	CEP76	centrosomal protein 76
ENSG00000101638.12	ENSG00000101638	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ENSG00000101639.17	ENSG00000101639	CEP192	centrosomal protein 192
ENSG00000101654.16	ENSG00000101654	RNMT	RNA guanine-7 methyltransferase
ENSG00000101665.7	ENSG00000101665	SMAD7	SMAD family member 7
ENSG00000101670.10	ENSG00000101670	LIPG	lipase G, endothelial type
ENSG00000101680.12	ENSG00000101680	LAMA1	laminin subunit alpha 1
ENSG00000101695.7	ENSG00000101695	RNF125	ring finger protein 125
ENSG00000101745.14	ENSG00000101745	ANKRD12	ankyrin repeat domain 12
ENSG00000101746.14	ENSG00000101746	NOL4	nucleolar protein 4
ENSG00000101751.9	ENSG00000101751	POLI	polymerase (DNA) iota
ENSG00000101752.10	ENSG00000101752	MIB1	mindbomb E3 ubiquitin protein ligase 1
ENSG00000101773.15	ENSG00000101773	RBBP8	RB binding protein 8, endonuclease
ENSG00000101782.13	ENSG00000101782	RIOK3	RIO kinase 3
ENSG00000101811.12	ENSG00000101811	CSTF2	cleavage stimulation factor subunit 2
ENSG00000101812.11	ENSG00000101812	H2BFM	H2B histone family member M
ENSG00000101825.7	ENSG00000101825	MXRA5	matrix remodeling associated 5
ENSG00000101842.12	ENSG00000101842	VSIG1	V-set and immunoglobulin domain containing 1
ENSG00000101843.17	ENSG00000101843	PSMD10	proteasome 26S subunit, non-ATPase 10
ENSG00000101844.16	ENSG00000101844	ATG4A	autophagy related 4A cysteine peptidase
ENSG00000101846.6	ENSG00000101846	STS	steroid sulfatase (microsomal), isozyme S
ENSG00000101849.14	ENSG00000101849	TBL1X	transducin (beta)-like 1X-linked
ENSG00000101850.11	ENSG00000101850	GPR143	G protein-coupled receptor 143
ENSG00000101856.9	ENSG00000101856	PGRMC1	progesterone receptor membrane component 1
ENSG00000101868.9	ENSG00000101868	POLA1	polymerase (DNA) alpha 1, catalytic subunit
ENSG00000101871.13	ENSG00000101871	MID1	midline 1
ENSG00000101882.8	ENSG00000101882	NKAP	NFKB activating protein
ENSG00000101883.4	ENSG00000101883	RHOXF1	Rhox homeobox family member 1
ENSG00000101888.10	ENSG00000101888	NXT2	nuclear transport factor 2 like export factor 2
ENSG00000101890.4	ENSG00000101890	GUCY2F	guanylate cyclase 2F, retinal
ENSG00000101892.10	ENSG00000101892	ATP1B4	ATPase Na+/K+ transporting family member beta 4
ENSG00000101898.5	ENSG00000101898	MCTS2P	malignant T-cell amplified sequence 2, pseudogene
ENSG00000101901.9	ENSG00000101901	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
ENSG00000101911.11	ENSG00000101911	PRPS2	phosphoribosyl pyrophosphate synthetase 2
ENSG00000101916.11	ENSG00000101916	TLR8	toll like receptor 8
ENSG00000101928.11	ENSG00000101928	MOSPD1	motile sperm domain containing 1
ENSG00000101935.8	ENSG00000101935	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1
ENSG00000101938.13	ENSG00000101938	CHRDL1	chordin like 1
ENSG00000101940.16	ENSG00000101940	WDR13	WD repeat domain 13
ENSG00000101945.15	ENSG00000101945	SUV39H1	suppressor of variegation 3-9 homolog 1
ENSG00000101951.15	ENSG00000101951	PAGE4	PAGE family member 4
ENSG00000101955.13	ENSG00000101955	SRPX	sushi repeat containing protein, X-linked
ENSG00000101958.12	ENSG00000101958	GLRA2	glycine receptor alpha 2
ENSG00000101966.11	ENSG00000101966	XIAP	X-linked inhibitor of apoptosis
ENSG00000101972.17	ENSG00000101972	STAG2	stromal antigen 2
ENSG00000101974.13	ENSG00000101974	ATP11C	ATPase phospholipid transporting 11C
ENSG00000101977.18	ENSG00000101977	MCF2	MCF.2 cell line derived transforming sequence
ENSG00000101981.9	ENSG00000101981	F9	coagulation factor IX
ENSG00000101986.11	ENSG00000101986	ABCD1	ATP binding cassette subfamily D member 1
ENSG00000101997.11	ENSG00000101997	CCDC22	coiled-coil domain containing 22
ENSG00000102001.11	ENSG00000102001	CACNA1F	calcium voltage-gated channel subunit alpha1 F
ENSG00000102003.9	ENSG00000102003	SYP	synaptophysin
ENSG00000102007.9	ENSG00000102007	PLP2	proteolipid protein 2
ENSG00000102010.13	ENSG00000102010	BMX	BMX non-receptor tyrosine kinase
ENSG00000102021.9	ENSG00000102021	LUZP4	leucine zipper protein 4
ENSG00000102024.16	ENSG00000102024	PLS3	plastin 3
ENSG00000102030.14	ENSG00000102030	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
ENSG00000102032.11	ENSG00000102032	RENBP	renin binding protein
ENSG00000102034.15	ENSG00000102034	ELF4	E74 like ETS transcription factor 4
ENSG00000102038.14	ENSG00000102038	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
ENSG00000102043.14	ENSG00000102043	MTMR8	myotubularin related protein 8
ENSG00000102048.14	ENSG00000102048	ASB9	ankyrin repeat and SOCS box containing 9
ENSG00000102053.12	ENSG00000102053	ZC3H12B	zinc finger CCCH-type containing 12B
ENSG00000102054.16	ENSG00000102054	RBBP7	RB binding protein 7, chromatin remodeling factor
ENSG00000102055.5	ENSG00000102055	PPP1R2P9	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
ENSG00000102057.8	ENSG00000102057	KCND1	potassium voltage-gated channel subfamily D member 1
ENSG00000102076.8	ENSG00000102076	OPN1LW	opsin 1 (cone pigments), long-wave-sensitive
ENSG00000102078.14	ENSG00000102078	SLC25A14	solute carrier family 25 member 14
ENSG00000102081.12	ENSG00000102081	FMR1	fragile X mental retardation 1
ENSG00000102096.9	ENSG00000102096	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
ENSG00000102098.16	ENSG00000102098	SCML2	sex comb on midleg-like 2 (Drosophila)
ENSG00000102100.13	ENSG00000102100	SLC35A2	solute carrier family 35 member A2
ENSG00000102103.14	ENSG00000102103	PQBP1	polyglutamine binding protein 1
ENSG00000102104.8	ENSG00000102104	RS1	retinoschisin 1
ENSG00000102109.8	ENSG00000102109	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor
ENSG00000102119.9	ENSG00000102119	EMD	emerin
ENSG00000102125.14	ENSG00000102125	TAZ	tafazzin
ENSG00000102128.7	ENSG00000102128	RAB40AL	RAB40A, member RAS oncogene family-like
ENSG00000102144.12	ENSG00000102144	PGK1	phosphoglycerate kinase 1
ENSG00000102145.12	ENSG00000102145	GATA1	GATA binding protein 1
ENSG00000102158.18	ENSG00000102158	MAGT1	magnesium transporter 1
ENSG00000102172.14	ENSG00000102172	SMS	spermine synthase
ENSG00000102174.8	ENSG00000102174	PHEX	phosphate regulating endopeptidase homolog, X-linked
ENSG00000102178.11	ENSG00000102178	UBL4A	ubiquitin like 4A
ENSG00000102181.18	ENSG00000102181	CD99L2	CD99 molecule like 2
ENSG00000102189.15	ENSG00000102189	EEA1	early endosome antigen 1
ENSG00000102195.8	ENSG00000102195	GPR50	G protein-coupled receptor 50
ENSG00000102218.5	ENSG00000102218	RP2	retinitis pigmentosa 2 (X-linked recessive)
ENSG00000102221.12	ENSG00000102221	JADE3	jade family PHD finger 3
ENSG00000102225.14	ENSG00000102225	CDK16	cyclin dependent kinase 16
ENSG00000102226.8	ENSG00000102226	USP11	ubiquitin specific peptidase 11
ENSG00000102230.12	ENSG00000102230	PCYT1B	phosphate cytidylyltransferase 1, choline, beta
ENSG00000102239.4	ENSG00000102239	BRS3	bombesin receptor subtype 3
ENSG00000102241.10	ENSG00000102241	HTATSF1	HIV-1 Tat specific factor 1
ENSG00000102243.11	ENSG00000102243	VGLL1	vestigial like family member 1
ENSG00000102245.6	ENSG00000102245	CD40LG	CD40 ligand
ENSG00000102265.10	ENSG00000102265	TIMP1	TIMP metallopeptidase inhibitor 1
ENSG00000102271.12	ENSG00000102271	KLHL4	kelch like family member 4
ENSG00000102287.15	ENSG00000102287	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit
ENSG00000102290.20	ENSG00000102290	PCDH11X	protocadherin 11 X-linked
ENSG00000102302.7	ENSG00000102302	FGD1	FYVE, RhoGEF and PH domain containing 1
ENSG00000102309.11	ENSG00000102309	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
ENSG00000102312.19	ENSG00000102312	PORCN	porcupine homolog (Drosophila)
ENSG00000102313.8	ENSG00000102313	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6
ENSG00000102316.15	ENSG00000102316	MAGED2	MAGE family member D2
ENSG00000102317.16	ENSG00000102317	RBM3	RNA binding motif (RNP1, RRM) protein 3
ENSG00000102349.13	ENSG00000102349	KLF8	Kruppel like factor 8
ENSG00000102359.5	ENSG00000102359	SRPX2	sushi repeat containing protein, X-linked 2
ENSG00000102362.14	ENSG00000102362	SYTL4	synaptotagmin like 4
ENSG00000102383.12	ENSG00000102383	ZDHHC15	zinc finger DHHC-type containing 15
ENSG00000102384.12	ENSG00000102384	CENPI	centromere protein I
ENSG00000102385.11	ENSG00000102385	DRP2	dystrophin related protein 2
ENSG00000102387.14	ENSG00000102387	TAF7L	TATA-box binding protein associated factor 7 like
ENSG00000102390.9	ENSG00000102390	PBDC1	polysaccharide biosynthesis domain containing 1
ENSG00000102393.8	ENSG00000102393	GLA	galactosidase alpha
ENSG00000102401.18	ENSG00000102401	ARMCX3	armadillo repeat containing, X-linked 3
ENSG00000102409.9	ENSG00000102409	BEX4	brain expressed X-linked 4
ENSG00000102445.17	ENSG00000102445	KIAA0226L	KIAA0226 like
ENSG00000102452.14	ENSG00000102452	NALCN	sodium leak channel, non-selective
ENSG00000102466.14	ENSG00000102466	FGF14	fibroblast growth factor 14
ENSG00000102468.9	ENSG00000102468	HTR2A	5-hydroxytryptamine receptor 2A
ENSG00000102471.12	ENSG00000102471	NDFIP2	Nedd4 family interacting protein 2
ENSG00000102524.10	ENSG00000102524	TNFSF13B	tumor necrosis factor superfamily member 13b
ENSG00000102531.15	ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A
ENSG00000102539.5	ENSG00000102539	MLNR	motilin receptor
ENSG00000102543.13	ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1
ENSG00000102547.17	ENSG00000102547	CAB39L	calcium binding protein 39 like
ENSG00000102554.12	ENSG00000102554	KLF5	Kruppel like factor 5
ENSG00000102572.13	ENSG00000102572	STK24	serine/threonine kinase 24
ENSG00000102575.9	ENSG00000102575	ACP5	acid phosphatase 5, tartrate resistant
ENSG00000102580.13	ENSG00000102580	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
ENSG00000102595.17	ENSG00000102595	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
ENSG00000102606.16	ENSG00000102606	ARHGEF7	Rho guanine nucleotide exchange factor 7
ENSG00000102678.6	ENSG00000102678	FGF9	fibroblast growth factor 9
ENSG00000102683.7	ENSG00000102683	SGCG	sarcoglycan gamma
ENSG00000102699.5	ENSG00000102699	PARP4	poly(ADP-ribose) polymerase family member 4
ENSG00000102710.18	ENSG00000102710	SUPT20H	SPT20 homolog, SAGA complex component
ENSG00000102738.7	ENSG00000102738	MRPS31	mitochondrial ribosomal protein S31
ENSG00000102743.13	ENSG00000102743	SLC25A15	solute carrier family 25 member 15
ENSG00000102753.8	ENSG00000102753	KPNA3	karyopherin subunit alpha 3
ENSG00000102755.9	ENSG00000102755	FLT1	fms related tyrosine kinase 1
ENSG00000102760.12	ENSG00000102760	RGCC	regulator of cell cycle
ENSG00000102763.14	ENSG00000102763	VWA8	von Willebrand factor A domain containing 8
ENSG00000102780.15	ENSG00000102780	DGKH	diacylglycerol kinase eta
ENSG00000102781.12	ENSG00000102781	KATNAL1	katanin catalytic subunit A1 like 1
ENSG00000102786.13	ENSG00000102786	INTS6	integrator complex subunit 6
ENSG00000102794.8	ENSG00000102794	ACOD1	aconitate decarboxylase 1
ENSG00000102796.9	ENSG00000102796	DHRS12	dehydrogenase/reductase 12
ENSG00000102802.8	ENSG00000102802	MEDAG	mesenteric estrogen dependent adipogenesis
